Region,Council,Care and Treatment Centre Sites
Mwanza,Misungwi,Kanyerere Dispensary
Mwanza,Misungwi,Seth Benjamin Dispensary
Mwanza,Misungwi,Lubiri Dispensary
Mwanza,Misungwi,Nyang'homongo Dispensary
Mwanza,Misungwi,Misungwi Hospital
Mwanza,Misungwi,Misasi Disp
Mwanza,Misungwi,Mbarika Health Centre
Mwanza,Misungwi,Koromije Health Centre
Mwanza,Misungwi,Idetemya Health Centre
Mwanza,Misungwi,Mwamashimba Health Centre
Mwanza,Misungwi,Malya Health Centre
Mwanza,Misungwi,Buyogo Dispensary
Mwanza,Misungwi,Busongo Dispensary
Mwanza,Misungwi,Mwawile Disp
Mwanza,Misungwi,Lubili Disp
Mwanza,Misungwi,Busondo Health Centre
Mwanza,Misungwi,Seventh Day
Mwanza,Misungwi,Karumwa Health Centre
Mwanza,Ilemela,Hindu Union Hospital
Mwanza,Ilemela,Igoma Dispensary
Mwanza,Ilemela,Nyakato Dispensary
Mwanza,Ilemela,Luhaga Dispensary
Mwanza,Ilemela,Pasiansi Dispensary
Mwanza,Ilemela,Tumaini Health Centre
Mwanza,Ilemela,Nyakahoja Dispensary
Mwanza,Ilemela,SDA Pasiansi Health Centre
Mwanza,Ilemela,ELCT Nyakato Health Centre
Mwanza,Ilemela,Igongwe Dispensary
Mwanza,Ilemela,Kahama Dispensary
Mwanza,Ilemela,Nyerere Dispensary
Mwanza,Ilemela,Nyakato Dispensary
Mwanza,Ilemela,Kirumba Dispensary
Mwanza,Ilemela,Sangabuye Dispensary
Mwanza,Ilemela,Juwa Dispensary
Mwanza,Ilemela,Huduma Dispensary
Mwanza,Ilemela,Ilemela Dispensary
Mwanza,Ilemela,Kabusungu Dispensary
Mwanza,Ilemela,Kijiji Dispensary
Mwanza,Ilemela,Kiloleli Chamwenda
Mwanza,Ilemela,Nyamhongolo Dispensary
Mwanza,Ilemela,Nyamwilolelwa Dispensary
Mwanza,Ilemela,Buzuruga Health Centre
Mara,Tarime,Shirati Hospital
Mara,Tarime,Baraki Sisters Health Centre
Mara,Tarime,Kowak Health Centre
Mara,Tarime,Tarime SDA Dispensary
Mara,Tarime,Kibumaye Dispensary
Mara,Tarime,Gamasara Dispensary
Mara,Tarime,Tarime Goodwill Fondation
Mara,Tarime,Tarime District Hospital
Mara,Tarime,Changuge Health Centre
Mara,Tarime,Kinesi Health Centre
Mara,Tarime,Nyarwana Health Centre
Mara,Tarime,Nyamongo Health Centre
Mara,Tarime,Sirari Health Centre
Mara,Tarime,Sachita Dispensary
Mara,Tarime,Muriba Health Centre
Mara,Tarime,Masanga Health Centre
Mara,Tarime,Magoto Health Centre
Mara,Tarime,Kiongera Dispensary
Mara,Tarime,Rural AIDS Organisation (RAO) Hospital
Mara,Serengeti,Nyerere Mugumu DD Hospital
Mara,Serengeti,Iramba Health Centre
Mara,Serengeti,Natta Health Centre
Mara,Serengeti,Kemgesi Dispensary
Mara,Serengeti,Robanda Dispensary
Mara,Serengeti,RCH B Dispensary
Mara,Serengeti,Machochwe Dispensary
Mara,Serengeti,Isenye Dispensary
Mara,Serengeti,Bwitengi Dispensary
Mara,Serengeti,Kisaka Dispensary
Mara,Serengeti,Nyiboko Dispensary
Mara,Serengeti,Majimoto Dispensary
Mara,Serengeti,Gantamome Dispensary
Mara,Serengeti,Bugoji Dispensary
Mara,Serengeti,Nyamatoke Dispensary
Mara,Serengeti,Gusuhi Dispensary
Mara,Musoma Urban,Musoma Regional Hospital
Mara,Musoma Urban,Nyasho Health Centre
Mara,Musoma Urban,Bweri Health Centre
Mara,Musoma Urban,Kwangwa Dispensary
Mara,Musoma Urban,Coptic Health Centre
Mara,Musoma Urban,Makoko Govt Dispensary
Mara,Musoma Urban,Iringo Dispensary
Mara,Musoma Urban,Bethsaida Health centre
Mara,Musoma Urban,Omega Health Centre
Mara,Musoma Urban,Kamunyonge SDA Dispensary
Mara,Musoma Urban,Musoma police Dispensary
Mara,Musoma Urban,Makoko JW Dispensary
Mara,Musoma Urban,Nyakato Dispensary
Mara,Musoma Urban,Mwisenge Dispensary
Mara,Bunda,Bunda DD Hospital
Mara,Bunda,Kisorya Health Centre
Mara,Bunda,Manyamanyama Health
Mara,Bunda,Ikizu Health Centre
Mara,Bunda,Kasahunga Health centre
Mara,Bunda,Mugeta Dispensary
Mara,Bunda,Guta Dispensary
Mara,Bunda,Bunda Dispensary
Mara,Bunda,Boma Dispensary
Mara,Bunda,Iramba Dispensary
Mara,Bunda,Kibara Hospital
Mara,Musoma Rural,Butiama Hospital
Mara,Musoma Rural,Murangi Health Centre
Mara,Musoma Rural,Kiagata Health Centre
Mara,Musoma Rural,Bukima Dispensary
Mara,Musoma Rural,Bwai Dispensary
Mara,Musoma Rural,Suguti Dispensary
Mara,Musoma Rural,Tegeruka Dispensary
Mara,Musoma Rural,Wegero Dispensary
Mara,Musoma Rural,Kiabakari JWTZ Dispensary
Mara,Musoma Rural,Nyegina Dispensary
Mara,Musoma Rural,Mugango Dispensary
Mara,Musoma Rural,Buhembe Dispensary
Mara,Musoma Rural,Kurugee Dispensary
Mara,Musoma Rural,Masinono Dispensary
Mara,Musoma Rural,Nyambono Dispensary
Mara,Musoma Rural,Kiemba Dispensary
Mara,Musoma Rural,Rukuba Dispensary
Mara,Rorya,Kowak Hospital
Mara,Rorya,Rao Health Centre
Mara,Rorya,Baraki Sisters Health Centre
Mara,Rorya,Utegi Health Centre
Mara,Rorya,Nyarombo Health Centre
Mara,Rorya,Kuruya Dispensary
Mara,Rorya,Panyakoo Dispensary
Mara,Butiama,Magana Dispensary
Mara,Butiama,Bisumwa Dispensary
Mara,Butiama,Baranga Dispensary
Manyara,Babati DC,Babati Hospital
Manyara,Babati DC,Magugu Health Centre
Manyara,Babati DC,Gallapo Dispensary
Manyara,Babati DC,Bashnet Hospital
Manyara,Babati DC,Gidas Dispensary
Manyara,Babati DC,Manyara Police Dispensary
Manyara,Babati DC,Manyara Prison Dispensary
Manyara,Babati DC,RC Mission Dispensary
Manyara,Babati DC,Kongozi Dispensary
Manyara,Babati DC,Mwinkatsi Dispensary
Manyara,Babati DC,Nkaiti Dispensary
Manyara,Babati DC,Magara Dispensary
Manyara,Babati DC,Kiru Dispensary
Manyara,Babati DC,Ufana Dispensary
Manyara,Babati DC,Sabiro Dispensary
Manyara,Babati DC,Bashnet Dispensary
Manyara,Babati DC,Gedamar Dispensary
Manyara,Babati DC,Kisangaji Dispensary
Manyara,Babati DC,Mayoka Dispensary
Manyara,Babati DC,Minjigu Dispensary
Manyara,Babati DC,Minjingu Dispensary
Manyara,Babati DC,Mwada Dispensary
Manyara,Babati DC,Qashi Dispensary
Manyara,Babati DC,Riroda Dispensary
Manyara,Babati DC,Endanachan Dispensary
Manyara,Babati DC,Tarangile Dispensary
Manyara,Babati DC,Dareda Mission Hospital
Manyara,Babati DC,Manyara Regional Hospital
Manyara,Hanang,Tumaini Hanang District Hospital
Manyara,Hanang,Endasak Health Centre
Manyara,Hanang,Gendabi Health Centre
Manyara,Hanang,Basutu Health Centre
Manyara,Hanang,Balangdalalu Health Centre
Manyara,Hanang,Giting Dispensary
Manyara,Hanang,Nangwa Dispensary
Manyara,Hanang,Dawar Dispensary
Manyara,Hanang,Dirima Dispensary
Manyara,Hanang,Dumbeta Dispensary
Manyara,Hanang,Gidagamond Disp
Manyara,Hanang,Gidahababieg Disp
Manyara,Hanang,Sirop Dispensary
Manyara,Hanang,Waama Dispensary
Manyara,Hanang,Bassodesh Dispensary
Manyara,Hanang,Murjanda Dispensary
Manyara,Hanang,Murumba Dispensary
Manyara,Hanang,Simbay Health Centre
Manyara,Hanang,Waranga Dispensary
Manyara,Hanang,Ebernezer Home
Manyara,Hanang,Masakta District
Manyara,Mbulu,Hydom Lutheran Hospital
Manyara,Mbulu,Mbulu District Hospital
Manyara,Mbulu,Dongobesh Health Centre
Manyara,Mbulu,Tlawi RC Health Centre
Manyara,Mbulu,Daudi Dispensary
Manyara,Mbulu,Maretadu Dispensary
Manyara,Mbulu,Kainam Dispensary
Manyara,Mbulu,Gunyoda Dispensary
Manyara,Mbulu,Bashay Dispensary
Manyara,Mbulu,Dirima Dispensary
Manyara,Simanjiro,Orkesment Urban Health Centre
Manyara,Simanjiro,Emboret Health Centre
Manyara,Simanjiro,Naberera Health Centre
Manyara,Simanjiro,Mirerani Health Centre
Manyara,Simanjiro,Msitu wa Tembo Dispensary
Manyara,Simanjiro,Nyumba ya Mungu Dispensary
Manyara,Simanjiro,Ngorika Dispensary
Manyara,Simanjiro,Loiborsoit B Dispensary
Manyara,Simanjiro,Orkasemet KKT Dispensary
Manyara,Kiteto,Kiteto District Hospital
Manyara,Kiteto,Matui Azimio Dispensary
Manyara,Kiteto,Kijungu Dispensary
Manyara,Kiteto,Dongo Dispensary
Manyara,Kiteto,Engusero Health Centre
Manyara,Kiteto,Kiperesa Dispensary
Manyara,Kiteto,Sunya Health Centre
Manyara,Kiteto,Njoro Dispensary
Manyara,Kiteto,Dosidosi Dispensary
Manyara,Kiteto,Lengatei Dispensary
Manyara,Kiteto,Lengatei Dispensary
Manyara,Kiteto,Lesoit Dispensary
Manyara,Babati TC,Bonga Health Centre
Manyara,Babati TC,Tumaini Dispensary
Manyara,Babati TC,Prinmat (Maternity home)
Manyara,Babati TC,Sabilo Dispensary
Manyara,Babati TC,Magereza Dispensary
Manyara,Babati TC,Kiongozi Dispensary
Manyara,Babati TC,Malangi Dispensary
Njombe,Njombe Town,Boimanda Dispensary
Njombe,Njombe Town,Igominyi Dispensary
Njombe,Njombe Town,Imiliwaha Health Centre
Njombe,Njombe Town,Muungano Dispensary
Njombe,Njombe Town,Mamongolo Dispensary
Njombe,Njombe Town,Matola Dispensary
Njombe,Njombe Town,Mbega Dispensary
Njombe,Njombe Town,Mikongo Dispensary
Njombe,Njombe Town,Miva Dispensary
Njombe,Njombe Town,Wikichi Dispensary
Njombe,Njombe Town,Mjimwema Dispensary
Njombe,Njombe Town,Zengelendeti Dispensary
Njombe,Njombe Town,Anglican Health centre
Njombe,Wanging'ombe,Igima Dispensary
Njombe,Wanging'ombe,Luduga Dispensary
Njombe,Wanging'ombe,Mhaji Dispensary
Njombe,Wanging'ombe,Palangavanu Dispensary
Njombe,Wanging'ombe,Usalule Dispensary
Njombe,Wanging'ombe,Dulamu Dispensary
Njombe,Wanging'ombe,Ihanja Dispensary
Njombe,Wanging'ombe,Itulahumba Dispensary
Njombe,Makete,Kisinga Dispensary
Njombe,Njombe DC,Kichia Dispensary
Njombe,Njombe DC,Iwafi Dispensary
Njombe,Ludewa,Iwela Dispensary
Njombe,Ludewa,Mavanga Dispensary
Njombe,Makambako Town,Makambako 514 KJ
Katavi,Mpanda Town,Kakese Dispensary
Katavi,Mpanda TC,Busongola Dispensary
Katavi,Mpanda TC,Afya Dispensary
Katavi,Mpanda TC,Ilangu Dispensary
Katavi,Mpanda TC,Ipwaga Dispensary
Katavi,Mpanda TC,SDA Dispensary
Katavi,Mpanda TC,Kabungu Dispensary
Katavi,Mpanda TC,Kapalamsenga Dipensary
Katavi,Mpanda TC,Mtambo Dispensary
Katavi,Mpanda TC,Katuma Dispensary
Katavi,Mpanda TC,Kibo Dispensary
Katavi,Mpanda TC,Milala Dispensary
Katavi,Mpanda TC,Sibwesa Dispensary
Katavi,Mpanda TC,Majalila Dispensary
Katavi,Mpanda TC,Isenga Dispensary
Katavi,Mpanda TC,kasekese Dispensary
Katavi,Mpanda TC,Bulamata Dispensary
Katavi,Mpanda TC,Itunya Dispensary
Katavi,Mpanda TC,Isumbwe Dispensary
Katavi,Mpanda TC,Amec Dispensary
Katavi,Mlele,Ilela Dispensary
Katavi,Mlele,Inyonga Dispensary
Katavi,Mlele,Kasansa Dispensary
Katavi,Mlele,Kibaoni Dispensary
Katavi,Mlele,Mbede Dispensary
Katavi,Mlele,Utende Dipensary
Katavi,Mlele,Kilida Dispensary
Katavi,Mlele,Ilunde Dispensary
Katavi,Mlele,Ilalangulu Dispensary
Katavi,Mlele,Milumba Dispensary
Katavi,Nsimbo,Kaburonge Dispensary
Katavi,Nsimbo,Kalungu Dispensary
Katavi,Nsimbo,Kaminula Dispensary
Katavi,Nsimbo,Kanoge Health Centre
Katavi,Nsimbo,Magamba Dipensary
Katavi,Nsimbo,Msaginya Dispensary
Katavi,Nsimbo,Nsimbo Dispensary
Katavi,Nsimbo,Nzaga Dispensary
Katavi,Nsimbo,Ugala Dispensary
Katavi,Nsimbo,Urwila Dispensary
Katavi,Nsimbo,ST. Benedict Dispensary
Katavi,Nsimbo,Mtisi Dispensary
Katavi,Nsimbo,Itenka Moravian
Katavi,Nsimbo,Mtapenda Dipensary
Katavi,Nsimbo,Kapanda Dispensary
Katavi,Nsimbo,Kambuzi Halt Dispensary
Geita,Geita TC,Bulela Dispensary
Geita,Geita TC,Bunegezi Dispensary
Geita,Geita TC,Kasamwa Dispensary
Geita,Nyang'hwele,Busolwa Dispensary
Geita,Nyang'hwele,Kabiga Dispensary
Geita,Nyang'hwele,Mwingiro Dispensary
Geita,Nyang'hwele,Nyugwa Dispensary
Geita,Mbogwe,Nyasato Dispensary
Geita,Chato,Butalama Health Centre
Geita,Chato,Buziku Dispensary
Geita,Geita DC,Bukondo Dispensary
Geita,Geita DC,Busanda Dispensary
Geita,Geita DC,Ibondo Dispensary
Geita,Geita DC,Ihega Dispensary
Geita,Geita DC,Izumacheli Dispensary
Geita,Geita DC,Kasang'wa Dispensary
Geita,Geita DC,Kasota Dispensary
Geita,Geita DC,Nyakagwe Dispensary
Geita,Geita DC,Nyalwanzaga Dispensary
Geita,Geita DC,Nyamlimbe Dispensary
Geita,Geita DC,Nyamilolelwa Dispensary
